qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Commander_If_we_take|Commander, If we take Moat Cailin we will have free reign to travel between the North and the South, a very wise tactic.{***};;;;
qstr_Commander_this_is_th|Commander, this is the Bloody Gate. They say you can only attack it 3 abreast, we should put our best warriors at the front!{***};;;;
qstr_Commander_if_we_take|Commander, if we take and hold this castle we will have easy access to the Riverlands.{***};;;;
qstr_Commander_this_is_the|Commander, this is the Eyrie. Stood atop a mountain, its almost impossible to penetrate.{***};;;;
qstr_^^This_place_is_just|^^Cet endroit n'attend que vous pour le conquérir.
qstr_{s10}^^|{s10}^^{***};;;;
qstr_{s10}You_may_decide_|{s10}You may decide to forbid your troops from harming the {reg2?town:castle}, if you want to conquer it for your faction, but your troops may lose morale. {***};;;;
qstr_{s10}You_can_allow_s|{s10}You can allow some plundering and keep the {reg2?town:castle}. {***};;;;
qstr_However_since_you_ar|Cependant, puisque que vous n'avez pas prêté allégeance à {s9}, il n'y a aucune chance qu'il vous attribue {reg8?cette ville:ce château}.
qstr_The_enemy_has_been_f|Les ennemis ont été contraints de battre en retraite. L'assaut est terminé mais le siège continue.
qstr_As_you_approach_you_|Les gardes du château vous voient arriver, ils souhaitent la bienvenue à leur {souverain/souveraine} et vous ouvrent les portes.
qstr_As_you_approach_you_a|Les gardes du château vous voient arriver, ils souhaitent la bienvenue à leur {seigneur/dame} et vous ouvrent les portes.
qstr_^The_Old_Gods_are_wo|^Les Anciens Dieux sont vénérés par très peu de gens par ici.
qstr_^The_Old_Gods_are_wor|^Les Anciens Dieux sont vénérés ici, mais pas par beaucoup de monde.
qstr_^The_Old_Gods_are_wors|^Les Anciens Dieux sont vénérés par la majorité ici.
qstr_^The_Old_Gods_are_do|^Les Anciens Dieux sont majoritairement vénérés ici.
qstr_^The_population_cont|^La population continue d'adorer d'autres dieux...
qstr_^R_hllor_are_worship|^R'hllor est vénéré par très peu de personne ici.
qstr_^R_hllor_are_worshipp|^R'hllor est vénéré ici, mais pas par beaucoup de monde.
qstr_^R_hllor_are_worshippe|^R'hllor est vénéré par la majorité ici.
qstr_^R_hllor_are_dominan|^R'hllor est majoritairement vénéré ici.
qstr_^The_Faith_of_the_Se|^La Religion des Sept est vénéré par très peu de gens par ici.
qstr_^The_Faith_of_the_Sev|^La Religion des Sept est vénéré ici, mais pas par beaucoup de monde.
qstr_^The_Faith_of_the_Seve|^La Religion des Sept est vénéré par la majorité ici.
qstr_^The_Faith_of_the_Seven|^La Religion des Sept est majoritairement vénéré ici.
qstr_^The_Drowned_Gods_ar|^Les dieux noyés sont vénérés par très peu de gens par ici.
qstr_^The_Drowned_Gods_are|^Les dieux noyés sont vénérés ici, mais pas par beaucoup.
qstr_^The_Drowned_Gods_are_|^Les dieux noyés sont vénérés par la majorité ici.
qstr_^The_Drowned_Gods_are_d|^Les dieux noyés sont majoritairement vénérés ici.
qstr_^No_gods_are_worship|^Aucun dieu n'est adoré ici.
qstr__This_village_and_th|Ce village et ses alentours vous appartiennent.
qstr__You_remember_this_v| You remember this village and the surrounding lands belong to {s7}.{***};;;;
qstr__These_lands_belong_|Ces terres n'appartiennent à personne.
qstr__The_village_is_infe|Le village est occupé par {reg8} {s35}.
qstr__The_peasants_hired_|Les paysans ont fait appel à des mercenaires et se rebellent contre vous.
qstr__The_village_has_bee|Le village a été pillé. Une poignée de survivants erre sans but tandis que vous avancez parmi les restes calcinés des maisons.
qstr__The_village_is_bein|Le village est en train d'être pillé !
qstr_Only_brothers_of_the|Only brothers of the Watch can recruit Night's Watch troops from here{***};;;;
qstr_You_need_more_renown|You need more renown or to ask the Village Elder for help.{***};;;;
qstr_You_start_performing|You start performing hard peasantry work.{***};;;;
qstr_Much_like_a_lowly_pe|Much like a lowly peasant, you lose renown and reputation.{***};;;;
qstr_You_ve_been_forced_t|You've been forced to stop working and have been carried off as a prisoner.{***};;;;
qstr_The_village_is_being|The village is being raided. Your forced to stop working.{***};;;;
qstr_The_village_is_being_|The village is being infested by bandits. Your forced to stop working.{***};;;;
qstr__You_improve_your_re| You improve your renown with this village{***};;;;
qstr__Alas_you_don_t_impr| Alas, you don't improve your renown with this village{***};;;;
qstr_Here_are_the_results|Here are the results of your hard work: You exhaust yourself, but you gain {reg1} xp and some {s1}. {s2}. Peasant life is hard, but you feel humbled.{***};;;;
qstr_No_one_here_seems_to|Personne ici ne veut rejoindre votre groupe.
qstr_One_{s3}_volunteers_|{s3} est l'unique volontaire à vouloir rejoindre votre groupe.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} souhaitent vous suivre.
qstr_Others_Lords_have_al|Others Lords have already had there pick, there are now only the old or children here.{***};;;;
qstr_One_{s3}_will_reluct|One {s3} will reluctantly join you.{***};;;;
qstr_{reg5}_{s3}_will_rel|{reg5} {s3} will reluctantly join you.{***};;;;
qstr_Try_as_you_might_you|Malgré vos efforts, vous n'avez pu venir à bout des bandits. Furieux, ils rasent le village jusqu'à la dernière pierre afin de punir les paysans, laissant derrière eux ruines et désolation, puis ils partent à la recherche d'autres terres à piller.
qstr_The_{s17}_has_no_imp|Actuellement, {s17} n'a aucun aménagement.
qstr_The_{s17}_has_the_fo|Actuellement, {s17} possède des aménagements : {s18}.
qstr_The_assassins_attack|The assassins attack you and leave you for dead.{***};;;;
qstr_You_have_fallen._The|Vous avez été vaincu. Les bandits fouillent rapidement votre corps à la recherche d'argent puis disparaissent dans la nuit. Ils vous laissent sur le sol, baignant dans votre sang.
qstr_Luckily_some_of_your|Alors que vous ne reveniez pas, quelques uns de vos compagnons sont partis à votre recherche. Ils vous trouvent gisant sur le bord de la route. Ils s'empressent de vous mettre à l'abri puis pansent vos plaies.
qstr_Luckily_some_passing|Par chance quelques citadins vous trouvent gisant sur le bord de la route et se rendent compte que vous n'êtes pas un simple mendiant. Ils vous transportent à l'auberge la plus proche et pansent vos plaies.
qstr_You_fail_to_steal_an|Vous ne parvenez pas à voler de bétail.
qstr_You_drive_away_{reg1|Vous emportez {reg17} {reg12?têtes:tête} de bétail du troupeau du village.
qstr_^R_hllor_is_dominant|^R'hllor est principalement vénéré ici.
qstr_^R_hllor_is_worshipp|^R'hllor est vénéré par très peu de personne ici.
qstr_^The_Faith_of_the_Seven_|^La Religion des Sept est majoritairement vénéré ici.
qstr_^The_Faith_of_the_Seven_i|^La Religion des Sept est vénéré ici, mais pas par beaucoup de monde.
qstr__As_you_reach_the_ca| As you reach the castle, you are greeted by your men.^{s15}{***};;;;
qstr_{s11}^{s15}|{s11}^{s15}{***};;;;
qstr__As_you_reach_the_cas| As you reach the castle, you are greeted by men loyal to {s7}.^{s15}{***};;;;
qstr__This_castle_seems_t| This castle seems to belong to no one.^{s15}{***};;;;
qstr_You_are_greeted_by_m|You are greeted by men loyal to you.^{s15}{***};;;;
qstr_You_are_greeted_by_me|You are greeted by men loyal to {s8} King of the Andals and the First Men, Lord of the Seven Kingdoms, and Protector of the Realm.^{s15}{***};;;;
qstr_You_are_greeted_by_men|You are greeted by men loyal to {s8} the Lord of Winterfell, Lord Paramount and Warden of the North.^{s15}{***};;;;
qstr_You_are_greeted_by_men_|You are greeted by men loyal to {s8} the Lord of Riverrun and Lord Paramount of the Trident and the Riverlands.^{s15}{***};;;;
qstr_You_are_greeted_by_men_l|You are greeted by men loyal to {s7}.^{s15}{***};;;;
qstr__This_town_seems_to_| This town seems to belong to no one.^{s15}{***};;;;
qstr__You_have_successful|Vous avez réussi à vous infiltrer.
qstr_{s13}_A_tournament_w|{s13} Un tournoi est sur le point de débuter.
qstr_{s10}_{s14}^{s11}{s1|{s10} {s14}^{s11}{s12}{s13}{***};;;;
qstr_You_ve_been_gifted_a|You've been gifted a horse for your triumph.{***};;;;
qstr_A_merchant_gifts_you|A merchant gifts you some strange arrows, he tells you the arrows were found in the land of always winter.{***};;;;
qstr_An_unknown_warrior_i|An unknown warrior impressed with your skills has left you an item.{***};;;;
qstr_You_are_gifted_with_|You are gifted with a sword fit for a knight.{***};;;;
qstr_Your_participation_h|Your participation has been appreciated, though all they have to offer is an old scabby donkey.{***};;;;
qstr_Though_they_apprecia|Though they appreciate your participation in the tournament, they apologize for not having a gift to offer.{***};;;;
qstr_Your_participation_i|Your participation is appreciated, though they apologize for not having a gift to offer.{***};;;;
qstr_Moreover_you_earn_{r|Vous recevez en plus {reg8} cerfs d'argent, résultat de vos paris judicieux...
qstr_Victory_is_yours!_Yo|La victoire est vôtre ! Vous avez remporté ce combat. Préparez-vous maintenant pour le tour suivant.
qstr_You_have_been_bested|Vous n'avez pas été le meilleur dans cette lutte mais le maître de cérémonie vous permet, pour votre bravoure et de votre adresse au combat, de prendre part au tour suivant.
qstr_You_were_beaten._The|Vous avez été vaincu. Les paysans ont été encouragés par leur succès mais les leçons que vous leurs avez données n'ont pas été bien suivies...
qstr_After_beating_your_l|Après avoir défait votre dernier adversaire, vous expliquez aux paysans comment mieux se défendre face à de telles attaques. Cette expérience leur sera profitable et ils seront encore mieux préparés la prochaine fois.
qstr_The_bandits_are_brok|Les bandits sont vaincus ! Les quelques survivants s'enfuient la queue entre les jambes, terrifiés par les paysans et leur nouveau champion.
qstr_Can_t_merge_both_fle|Can't merge both fleets because your sailing master skill isn't high enough.{***};;;;
qstr_Can_t_merge_both_flee|Can't merge both fleets because this would exceed the fleet limit of seven ships.{***};;;;
qstr_Fleets_merged.|Fleets merged.{***};;;;
qstr_You_cannot_use_a_fer|You cannot use a ferry whilst already at sea.{***};;;;
qstr_The_trader_you_are_e|The trader you are escorting refuses to use a ferry.{***};;;;
qstr_You_cannot_enter_the|You cannot enter the port because you are not welcome in this town.{***};;;;
qstr_This_town_cannot_be_|This town cannot be attacked from the coast.{***};;;;
qstr_You_can_t_enter_the_|You can't enter the port. You already have a fleet in the port and your sailing master skill isn't high enough to merge both fleets.{***};;;;
qstr_You_can_t_enter_the_p|You can't enter the port. You already have a fleet in the port and you can't merge both fleets because this would exceed the fleet limit of seven ships.{***};;;;
qstr_You_already_have_a_f|You already have a fleet in the port. Do you want to merge both fleets?{***};;;;
qstr_The_blacksmith_here_|The blacksmith here can only craft items required by the {king/Queen}.{***};;;;
qstr_The_blacksmith_insis|The blacksmith insists the lords have demanded he only craft faction specific armours to those associated with {s8}.{***};;;;
qstr_However_{reg3?You_ar|Cependant, {reg3?vous êtes:{s1} est} incapable de trouver comment tirer profit de ce qui est vendu ici.
qstr_^Buying_{s4}_here_an|^Acheter {s4} ici et le revendre à {s5} devrait permettre de faire un bénéfice de {reg6} cersf d'argents pour chaque item.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?Votre groupe:{s1}} découvre ceci :^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} ont gagné {reg0} points d'expérience.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} a gagné {reg0} points d'expérience.
qstr_^You_earned_{reg0}_e|^Vous avez gagné {reg0} points d'expérience.{s2}
qstr_The_training_didn_t_|L'entraînement s'est mal passé.
qstr_The_training_didn_t_g|L'entraînement ne s'est pas très bien passé.
qstr_The_training_went_qu|L'entraînement s'est plutôt bien passé.
qstr_The_training_went_ve|L'entraînement s'est très bien passé.
qstr_The_training_went_pe|L'entraînement s'est déroulé à la perfection.
qstr_You_fall_on_the_grou|You fall on the ground with multiple injuries. Each time your heart beats more slowly and your vision fades away... This battle was too much for you, and death rides to meet you.^^While life escapes, you hope that someone will just remember that there was once someone special called {playername}.{***};;;;
qstr_After_losing_the_sea|After losing the sea battle, you manage to escape with one of your ships.{***};;;;
qstr_Your_enemies_take_yo|Your enemies take you prisoner.{***};;;;
qstr_{s13}_asked_you_to_r|{s13} vous a demandé de vous présenter devant {reg4?elle:lui} avec au moins {reg13} soldats.
qstr_{s13}_ordered_you_to|{s13} vous a ordonné de vous joindre au prochain assaut contre {s14}.
qstr_Find_and_speak_with_|Trouvez {s3} du {s4} pour lui prêter serment d'allégeance.
qstr_Find_and_speak_with_{|Trouvez {s3} du {s4} pour lui prêter serment d'allégeance.
qstr_Kingdom_Fails_to_Res|Kingdom Fails to Respond: The {s1} has not responded to the {s2}'s provocations, and {s3} suffers a loss of face among {reg4?her:his} more bellicose subjects...{***};;;;
qstr_There_has_been_an_al|Il y a eu un incident frontalier : {s9}
qstr_There_has_been_an_all|There has been an alleged border incident: the people of {s4} are considering war against {s3}{***};;;;
qstr_^{s64}^|^{s64}^
qstr_Your_party_has_lost_|Your party has lost morale.{***};;;;
qstr_Your_party_has_gaine|Your party has gained morale.{***};;;;
qstr__and_food_for_{reg7}| and food for {reg7} days.{***};;;;
qstr_The_following_lords_ar|The following lords are held prisoner here: {s7}{***};;;;
